# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Count (DOWNSTREAM)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (SPLICE_SITE_DONOR)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_START)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)
PST130_07071	PST130_07071	mRNA	0	0	1442	0	0	1422	0	0	2088	0	0	666	0	0	20	1	0	5000	0	0	0	0	0	0	0	0	0	0	1
PST130_07072	PST130_07072	mRNA	0	0	2421	1	0	1740	0	0	1857	0	0	117	0	0	4	0	0	5000	0	0	1	0	0	0	0	0	0	0	0
PST130_07073	PST130_07073	mRNA	0	0	352	0	0	1470	0	0	2667	0	0	1197	0	0	14	0	0	382	0	0	0	0	0	0	0	0	0	0	0
PST130_07074	PST130_07074	mRNA	0	0	793	0	0	309	0	0	427	0	0	118	0	0	2	0	0	559	0	0	0	0	0	0	0	0	0	0	0
PST130_07075	PST130_07075	mRNA	0	0	799	0	0	1413	0	0	1758	0	0	345	0	0	10	0	0	2004	0	0	0	0	0	0	0	0	0	0	0
PST130_07076	PST130_07076	mRNA	0	0	8	0	0	915	0	0	1235	0	0	320	0	0	8	0	0	3318	0	0	0	0	0	0	0	0	0	0	0
PST130_07077	PST130_07077	mRNA	0	0	1685	10	0	2826	10	0	3103	0	0	277	0	0	6	0	0	684	0	0	7	0	0	1	0	2	0	0	0
PST130_07079	PST130_07079	mRNA	0	0	2051	0	0	348	0	0	442	0	0	94	0	0	4	0	0	183	0	0	0	0	0	0	0	0	0	0	0
PST130_07080	PST130_07080	mRNA	0	0	41	0	0	252	0	0	252	0	0	0	0	0	0	0	0	907	0	0	0	0	0	0	0	0	0	0	0
PST130_07081	PST130_07081	mRNA	0	0	500	0	0	213	0	0	667	0	0	454	0	0	2	0	0	33	0	0	0	0	0	0	0	0	0	0	0
PST130_07082	PST130_07082	mRNA	0	0	202	0	0	1668	0	0	1881	0	0	213	0	0	8	0	0	176	0	0	0	0	0	0	0	0	0	0	0
PST130_07083	PST130_07083	mRNA	0	0	28	0	0	822	0	0	1269	0	0	447	0	0	10	0	0	1170	0	0	0	0	0	0	0	0	0	0	0
PST130_07084	PST130_07084	mRNA	0	0	273	0	0	1704	0	0	1731	0	0	27	0	0	2	0	0	56	0	0	0	0	0	0	0	0	0	0	0
PST130_07085	PST130_07085	mRNA	0	0	203	1	0	471	1	0	673	0	0	202	0	0	4	0	0	177	0	0	1	0	0	0	0	0	0	0	0
PST130_07086	PST130_07086	mRNA	0	0	824	0	0	561	0	0	698	0	0	137	0	0	4	0	0	1006	0	0	0	0	0	0	0	0	0	0	0
PST130_07087	PST130_07087	mRNA	0	0	2215	0	0	558	0	0	1040	0	0	482	0	0	6	0	0	2788	0	0	0	0	0	0	0	0	0	0	0
PST130_07088	PST130_07088	mRNA	0	0	5000	0	0	456	0	0	620	0	0	164	0	0	6	0	0	188	0	0	0	0	0	0	0	0	0	0	0
PST130_07089	PST130_07089	mRNA	0	0	18	0	0	195	0	0	283	0	0	88	0	0	2	0	0	50	0	0	0	0	0	0	0	0	0	0	0
PST130_07090	PST130_07090	mRNA	0	0	109	1	0	975	0	0	975	0	0	0	0	0	0	2	0	4463	0	0	1	0	0	0	0	0	0	0	2
PST130_07091	PST130_07091	mRNA	0	0	17	2	0	3000	0	0	4372	0	0	1372	0	0	20	1	0	1158	0	0	1	0	0	0	0	1	0	0	1
PST130_07092	PST130_07092	mRNA	0	0	2125	0	0	294	0	0	463	0	0	169	0	0	4	0	0	780	0	0	0	0	0	0	0	0	0	0	0
PST130_07093	PST130_07093	mRNA	0	0	188	0	0	501	0	0	765	0	0	264	0	0	4	0	0	95	0	0	0	0	0	0	0	0	0	0	0
PST130_07094	PST130_07094	mRNA	0	0	5000	0	0	561	0	0	944	0	0	383	0	0	8	0	0	131	0	0	0	0	0	0	0	0	0	0	0
PST130_07095	PST130_07095	mRNA	0	0	1448	0	0	6957	0	0	7503	0	0	546	0	0	14	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07096	PST130_07096	mRNA	0	0	5000	0	0	369	0	0	424	0	0	55	0	0	2	0	0	3318	0	0	0	0	0	0	0	0	0	0	0
PST130_07097	PST130_07097	mRNA	0	0	101	0	0	423	0	0	449	0	0	26	0	0	2	0	0	63	0	0	0	0	0	0	0	0	0	0	0
PST130_07098	PST130_07098	mRNA	0	0	5000	0	0	786	0	0	1263	0	0	477	0	0	12	0	0	49	0	0	0	0	0	0	0	0	0	0	0
PST130_07099	PST130_07099	mRNA	0	0	4189	0	0	1533	0	0	1999	0	0	466	0	0	6	0	0	455	0	0	0	0	0	0	0	0	0	0	0
PST130_07100	PST130_07100	mRNA	0	0	35	0	0	498	0	0	808	0	0	310	0	0	6	0	0	26	0	0	0	0	0	0	0	0	0	0	0
PST130_07101	PST130_07101	mRNA	0	0	2091	0	0	297	0	0	916	0	0	619	0	0	4	0	0	144	0	0	0	0	0	0	0	0	0	0	0
PST130_07102	PST130_07102	mRNA	1	0	5000	0	0	921	0	0	971	0	0	50	0	0	2	0	0	224	1	0	0	0	0	0	0	0	0	0	0
PST130_07103	PST130_07103	mRNA	0	0	5000	1	0	1968	0	0	2103	0	0	135	0	0	4	0	0	1197	0	0	1	0	0	0	0	0	0	0	0
PST130_07104	PST130_07104	mRNA	0	0	3300	0	0	2148	0	0	2218	0	0	70	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07105	PST130_07105	mRNA	4	0	4077	5	0	1164	0	0	1748	0	0	584	0	0	6	0	0	3622	4	0	1	0	0	0	0	4	0	0	0
PST130_07106	PST130_07106	mRNA	5	0	5000	4	0	1089	0	0	1810	0	0	721	0	0	12	0	0	995	5	0	0	0	0	0	0	4	0	0	0
PST130_07107	PST130_07107	mRNA	0	0	2937	0	0	183	0	0	202	0	0	19	0	0	2	0	0	242	0	0	0	0	0	0	0	0	0	0	0
PST130_07108	PST130_07108	mRNA	0	0	5000	1	0	321	0	0	672	0	0	351	0	0	6	1	0	5000	0	0	0	0	0	0	0	1	0	0	1
PST130_07109	PST130_07109	mRNA	0	0	5000	0	0	2937	0	0	3653	0	0	716	0	0	18	1	0	2004	0	0	0	0	0	0	0	0	0	0	1
PST130_07110	PST130_07110	mRNA	0	0	8	1	0	300	0	0	300	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	1	0	0	0
PST130_07111	PST130_07111	mRNA	0	0	165	1	0	2922	0	0	4100	0	0	1178	0	0	24	1	0	5000	0	0	0	0	0	0	0	1	0	0	1
PST130_07112	PST130_07112	mRNA	0	0	5000	0	0	2046	0	0	2684	0	0	638	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07113	PST130_07113	mRNA	0	0	606	6	0	3366	6	0	3873	0	0	507	0	0	14	2	0	5000	0	0	2	0	0	0	0	4	0	0	2
PST130_07114	PST130_07114	mRNA	5	0	5000	2	0	2322	0	0	3550	0	0	1228	0	0	20	0	0	3255	5	0	1	0	0	0	0	1	0	0	0
PST130_07115	PST130_07115	mRNA	2	0	5000	0	0	189	0	0	316	0	0	127	0	0	2	0	0	2380	2	0	0	0	0	0	0	0	0	0	0
PST130_07116	PST130_07116	mRNA	0	0	531	0	0	459	0	0	521	0	0	62	0	0	2	0	0	211	0	0	0	0	0	0	0	0	0	0	0
PST130_07117	PST130_07117	mRNA	0	0	64	0	0	480	0	0	1295	0	0	815	0	0	4	0	0	25	0	0	0	0	0	0	0	0	0	0	0
PST130_07118	PST130_07118	mRNA	0	0	27	0	0	417	0	0	517	0	0	100	0	0	2	9	0	5000	0	0	0	0	0	0	0	0	0	0	9
PST130_07119	PST130_07119	mRNA	0	0	5000	0	0	654	0	0	1051	0	0	397	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07120	PST130_07120	mRNA	0	0	5000	9	0	1701	0	0	2926	0	0	1225	0	0	30	0	0	1276	0	0	3	0	0	0	0	6	0	0	0
PST130_07121	PST130_07121	mRNA	9	0	4699	0	0	309	0	0	494	0	0	185	0	0	2	0	0	5000	9	0	0	0	0	0	0	0	0	0	0
PST130_07122	PST130_07122	mRNA	0	0	5000	0	0	705	0	0	1023	0	0	318	0	0	6	0	0	1611	0	0	0	0	0	0	0	0	0	0	0
PST130_07123	PST130_07123	mRNA	0	0	63	0	0	372	0	0	541	0	0	169	0	0	2	0	0	104	0	0	0	0	0	0	0	0	0	0	0
PST130_07124	PST130_07124	mRNA	0	0	622	1	0	318	1	0	932	0	0	614	0	0	6	0	0	8	0	0	1	0	0	0	0	0	0	0	0
PST130_07125	PST130_07125	mRNA	0	0	2626	0	0	1587	0	0	1739	0	0	152	0	0	4	0	0	1938	0	0	0	0	0	0	0	0	0	0	0
PST130_07126	PST130_07126	mRNA	0	0	185	0	0	252	0	0	572	0	0	320	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07127	PST130_07127	mRNA	0	0	267	0	0	348	0	0	395	0	0	47	0	0	4	0	0	118	0	0	0	0	0	0	0	0	0	0	0
PST130_07128	PST130_07128	mRNA	0	0	40	0	0	771	0	0	1131	0	0	360	0	0	4	0	0	891	0	0	0	0	0	0	0	0	0	0	0
PST130_07129	PST130_07129	mRNA	0	0	72	0	0	534	0	0	564	0	0	30	0	0	2	0	0	520	0	0	0	0	0	0	0	0	0	0	0
PST130_07130	PST130_07130	mRNA	0	0	2	0	0	1140	0	0	1239	0	0	99	0	0	4	0	0	824	0	0	0	0	0	0	0	0	0	0	0
PST130_07131	PST130_07131	mRNA	0	0	1248	0	0	414	0	0	481	0	0	67	0	0	2	0	0	336	0	0	0	0	0	0	0	0	0	0	0
PST130_07132	PST130_07132	mRNA	0	0	2004	14	0	1908	14	0	3564	0	0	1656	0	0	28	0	0	625	0	0	2	0	0	0	0	12	0	0	0
PST130_07133	PST130_07133	mRNA	0	0	1213	4	0	1128	0	0	1289	0	0	161	0	0	4	0	0	675	0	0	3	0	0	0	0	1	0	0	0
PST130_07134	PST130_07134	mRNA	4	0	2582	0	0	498	0	0	571	0	0	73	0	0	2	0	0	24	4	0	0	0	0	0	0	0	0	0	0
PST130_07135	PST130_07135	mRNA	0	0	5000	0	0	339	0	0	382	0	0	43	0	0	4	0	0	1263	0	0	0	0	0	0	0	0	0	0	0
PST130_07136	PST130_07136	mRNA	0	0	5000	0	0	996	0	0	1248	0	0	252	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0
PST130_07137	PST130_07137	mRNA	0	0	1530	0	0	504	0	0	504	0	0	0	0	0	0	0	0	3551	0	0	0	0	0	0	0	0	0	0	0
PST130_07138	PST130_07138	mRNA	0	0	2059	0	0	657	0	0	657	0	0	0	0	0	0	0	0	2869	0	0	0	0	0	0	0	0	0	0	0
PST130_07139	PST130_07139	mRNA	0	0	4573	4	0	1476	0	0	1560	0	0	84	0	0	2	0	0	1521	0	0	4	0	0	0	0	0	0	0	0
PST130_07140	PST130_07140	mRNA	0	0	2397	0	0	378	0	0	651	0	0	273	0	0	6	4	0	4606	0	0	0	0	0	0	0	0	0	0	4
PST130_07141	PST130_07141	mRNA	0	0	1345	0	0	183	0	0	401	0	0	218	0	0	2	0	0	1531	0	0	0	0	0	0	0	0	0	0	0
PST130_07142	PST130_07142	mRNA	0	0	152	0	0	456	0	0	1124	0	0	668	0	0	4	0	0	2001	0	0	0	0	0	0	0	0	0	0	0
PST130_07143	PST130_07143	mRNA	0	0	5000	0	0	213	0	0	427	0	0	214	0	0	6	0	0	2637	0	0	0	0	0	0	0	0	0	0	0
PST130_07144	PST130_07144	mRNA	0	0	2845	0	0	975	0	0	1401	0	0	426	0	0	12	0	0	4372	0	0	0	0	0	0	0	0	0	0	0
PST130_07145	PST130_07145	mRNA	0	0	2343	0	0	273	0	0	341	0	0	68	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07146	PST130_07146	mRNA	0	0	2280	0	0	1329	0	0	1923	0	0	594	0	0	4	0	0	4527	0	0	0	0	0	0	0	0	0	0	0
PST130_07147	PST130_07147	mRNA	0	0	1263	0	0	387	0	0	647	0	0	260	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07149	PST130_07149	mRNA	0	0	5000	0	0	378	0	0	514	0	0	136	0	0	4	0	0	114	0	0	0	0	0	0	0	0	0	0	0
PST130_07150	PST130_07150	mRNA	0	0	3	0	0	252	0	0	338	0	0	86	0	0	2	0	0	452	0	0	0	0	0	0	0	0	0	0	0
PST130_07151	PST130_07151	mRNA	0	0	350	0	0	222	0	0	392	0	0	170	0	0	4	0	0	51	0	0	0	0	0	0	0	0	0	0	0
PST130_07152	PST130_07152	mRNA	0	0	114	0	0	339	0	0	652	0	0	313	0	0	8	0	0	234	0	0	0	0	0	0	0	0	0	0	0
PST130_07153	PST130_07153	mRNA	0	0	79	0	0	435	0	0	475	0	0	40	0	0	4	0	0	103	0	0	0	0	0	0	0	0	0	0	0
PST130_07154	PST130_07154	mRNA	0	0	703	0	0	417	0	0	483	0	0	66	0	0	2	0	0	100	0	0	0	0	0	0	0	0	0	0	0
PST130_07155	PST130_07155	mRNA	0	0	49	0	0	261	0	0	261	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0
PST130_07156	PST130_07156	mRNA	0	0	5000	0	0	1536	0	0	2519	0	0	983	0	0	20	8	0	5000	0	0	0	0	0	0	0	0	0	0	8
PST130_07157	PST130_07157	mRNA	0	0	5000	0	0	306	0	0	385	0	0	79	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07158	PST130_07158	mRNA	3	0	5000	5	0	1125	0	0	1301	0	0	176	0	0	4	0	0	5000	3	0	4	0	0	0	0	1	0	0	0
PST130_07159	PST130_07159	mRNA	0	0	2885	0	0	186	0	0	416	0	0	230	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07160	PST130_07160	mRNA	0	0	5000	0	0	576	0	0	926	0	0	350	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07161	PST130_07161	mRNA	5	0	5000	3	0	2007	0	0	2738	0	0	731	0	0	22	0	0	2100	5	0	2	0	0	0	0	1	0	0	0
PST130_07162	PST130_07162	mRNA	0	0	512	0	0	219	0	0	293	0	0	74	0	0	2	0	0	1332	0	0	0	0	0	0	0	0	0	0	0
PST130_07163	PST130_07163	mRNA	0	0	1571	0	0	384	0	0	473	0	0	89	0	0	2	0	0	93	0	0	0	0	0	0	0	0	0	0	0
PST130_07164	PST130_07164	mRNA	0	0	1587	0	0	1005	0	0	1363	0	0	358	0	0	6	1	0	462	0	0	0	0	0	0	0	0	0	0	1
PST130_07165	PST130_07165	mRNA	0	0	5	1	0	216	0	0	216	0	0	0	0	0	0	0	0	3191	0	0	0	0	0	0	0	1	0	0	0
PST130_07166	PST130_07166	mRNA	0	0	1026	0	0	333	0	0	446	0	0	113	0	0	2	0	0	2661	0	0	0	0	0	0	0	0	0	0	0
PST130_07167	PST130_07167	mRNA	0	0	174	0	0	363	0	0	428	0	0	65	0	0	2	0	0	29	0	0	0	0	0	0	0	0	0	0	0
PST130_07168	PST130_07168	mRNA	0	0	2384	1	0	195	1	0	195	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	1	0	0	0
PST130_07169	PST130_07169	mRNA	0	0	11	0	0	999	0	0	1140	0	0	141	0	0	6	0	0	4517	0	0	0	0	0	0	0	0	0	0	0
PST130_07170	PST130_07170	mRNA	0	0	1729	0	0	603	0	0	909	0	0	306	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07171	PST130_07171	mRNA	0	0	5000	8	0	798	0	0	1487	0	0	689	0	0	8	0	0	2924	0	0	2	0	0	0	0	6	0	0	0
PST130_07172	PST130_07172	mRNA	8	0	5000	0	0	180	0	0	204	0	0	24	0	0	2	0	0	4723	8	0	0	0	0	0	0	0	0	0	0
PST130_07173	PST130_07173	mRNA	0	0	5000	0	0	189	0	0	197	0	0	8	0	0	2	0	0	2721	0	0	0	0	0	0	0	0	0	0	0
PST130_07174	PST130_07174	mRNA	0	0	563	0	0	957	0	0	1711	0	0	754	0	0	8	8	0	5000	0	0	0	0	0	0	0	0	0	0	8
PST130_07175	PST130_07175	mRNA	4	0	5000	8	0	1377	0	0	1563	0	0	186	0	0	4	0	0	2123	4	0	3	0	0	0	0	5	0	0	0
PST130_07176	PST130_07176	mRNA	8	0	4602	4	0	1641	0	0	2141	0	0	500	0	0	12	0	0	4087	8	0	0	0	0	0	0	4	0	0	0
PST130_07177	PST130_07177	mRNA	2	0	3385	2	0	1608	0	0	1815	0	0	207	0	0	4	0	0	565	2	0	2	0	0	0	0	0	0	0	0
PST130_07178	PST130_07178	mRNA	2	0	3669	2	0	927	0	0	1480	0	0	553	0	0	12	0	0	616	2	0	0	0	0	0	0	2	0	0	0
PST130_07179	PST130_07179	mRNA	0	0	146	1	0	180	1	0	180	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	1	0	0	0
PST130_07180	PST130_07180	mRNA	0	0	2539	0	0	570	0	0	1310	0	0	740	0	0	14	0	0	261	0	0	0	0	0	0	0	0	0	0	0
PST130_07181	PST130_07181	mRNA	0	0	45	0	0	270	0	0	270	0	0	0	0	0	0	0	0	3795	0	0	0	0	0	0	0	0	0	0	0
PST130_07182	PST130_07182	mRNA	0	0	2427	0	0	2649	0	0	3100	0	0	451	0	0	14	3	0	732	0	0	0	0	0	0	0	0	0	0	3
PST130_07183	PST130_07183	mRNA	3	0	4382	0	0	309	0	0	309	0	0	0	0	0	0	0	0	1568	3	0	0	0	0	0	0	0	0	0	0
PST130_07184	PST130_07184	mRNA	0	0	5000	3	0	456	0	0	524	0	0	68	0	0	2	0	0	24	0	0	0	0	0	0	0	3	0	0	0
PST130_07185	PST130_07185	mRNA	0	0	166	0	0	195	0	0	256	0	0	61	0	0	2	0	0	2853	0	0	0	0	0	0	0	0	0	0	0
PST130_07186	PST130_07186	mRNA	0	0	739	0	0	744	0	0	1002	0	0	258	0	0	4	0	0	1534	0	0	0	0	0	0	0	0	0	0	0
PST130_07187	PST130_07187	mRNA	0	0	3771	0	0	369	0	0	426	0	0	57	0	0	2	0	0	2197	0	0	0	0	0	0	0	0	0	0	0
PST130_07188	PST130_07188	mRNA	0	0	4266	0	0	375	0	0	502	0	0	127	0	0	6	0	0	1626	0	0	0	0	0	0	0	0	0	0	0
PST130_07189	PST130_07189	mRNA	0	0	2010	0	0	354	0	0	443	0	0	89	0	0	2	0	0	33	0	0	0	0	0	0	0	0	0	0	0
PST130_07190	PST130_07190	mRNA	0	0	595	0	0	861	0	0	1045	0	0	184	0	0	8	0	0	150	0	0	0	0	0	0	0	0	0	0	0
PST130_07191	PST130_07191	mRNA	0	0	11	0	0	849	0	0	849	0	0	0	0	0	0	0	0	1974	0	0	0	0	0	0	0	0	0	0	0
PST130_07192	PST130_07192	mRNA	0	0	2422	0	0	372	0	0	399	0	0	27	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0
PST130_07193	PST130_07193	mRNA	0	0	8	0	0	537	0	0	537	0	0	0	0	0	0	0	0	3637	0	0	0	0	0	0	0	0	0	0	0
PST130_07194	PST130_07194	mRNA	0	0	769	0	0	1890	0	0	1976	0	0	86	0	0	2	0	0	1437	0	0	0	0	0	0	0	0	0	0	0
PST130_07195	PST130_07195	mRNA	0	0	5000	0	0	408	0	0	678	0	0	270	0	0	6	0	0	4158	0	0	0	0	0	0	0	0	0	0	0
PST130_07196	PST130_07196	mRNA	0	0	4061	0	0	342	0	0	459	0	0	117	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07197	PST130_07197	mRNA	0	0	5000	0	0	147	0	0	204	0	0	57	0	0	2	0	0	1764	0	0	0	0	0	0	0	0	0	0	0
PST130_07198	PST130_07198	mRNA	0	0	983	0	0	288	0	0	320	0	0	32	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07199	PST130_07199	mRNA	0	0	2577	0	0	216	0	0	610	0	0	394	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07200	PST130_07200	mRNA	0	0	675	0	0	267	0	0	306	0	0	39	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07201	PST130_07201	mRNA	0	0	5000	1	0	1035	0	0	2207	0	0	1172	0	0	12	0	0	23	0	0	1	0	0	0	0	0	0	0	0
PST130_07202	PST130_07202	mRNA	0	0	5000	0	0	495	0	0	500	0	0	5	0	0	2	0	0	1427	0	0	0	0	0	0	0	0	0	0	0
PST130_07203	PST130_07203	mRNA	1	0	3262	0	0	1197	0	0	1431	0	0	234	0	0	6	0	0	4732	1	0	0	0	0	0	0	0	0	0	0
PST130_07204	PST130_07204	mRNA	0	0	1200	1	0	3087	1	0	6424	0	0	3337	0	0	16	0	0	16	0	0	1	0	0	0	0	0	0	0	0
PST130_07205	PST130_07205	mRNA	0	0	1806	0	0	324	0	0	610	0	0	286	0	0	6	0	0	2012	0	0	0	0	0	0	0	0	0	0	0
PST130_07206	PST130_07206	mRNA	0	0	1291	0	0	678	0	0	915	0	0	237	0	0	6	0	0	2222	0	0	0	0	0	0	0	0	0	0	0
PST130_07207	PST130_07207	mRNA	0	0	1819	0	0	225	0	0	1031	0	0	806	0	0	6	0	0	419	0	0	0	0	0	0	0	0	0	0	0
PST130_07208	PST130_07208	mRNA	0	0	12	0	0	1059	0	0	1364	0	0	305	0	0	12	0	0	1016	0	0	0	0	0	0	0	0	0	0	0
PST130_07209	PST130_07209	mRNA	0	0	55	0	0	282	0	0	366	0	0	84	0	0	2	0	0	1754	0	0	0	0	0	0	0	0	0	0	0
PST130_07210	PST130_07210	mRNA	0	0	10	2	0	1632	2	0	1637	0	0	5	0	0	2	0	0	40	0	0	2	0	0	0	0	0	0	0	0
PST130_07211	PST130_07211	mRNA	0	0	4534	4	0	909	0	0	1679	0	0	770	0	0	4	0	0	3684	0	0	1	0	0	0	0	3	0	0	0
PST130_07212	PST130_07212	mRNA	4	0	5000	0	0	252	0	0	1322	0	0	1070	0	0	6	0	0	3107	4	0	0	0	0	0	0	0	0	0	0
PST130_07213	PST130_07213	mRNA	0	0	3379	0	0	297	0	0	391	0	0	94	0	0	2	4	0	5000	0	0	0	0	0	0	0	0	0	0	4
PST130_07214	PST130_07214	mRNA	0	0	29	0	0	393	0	0	393	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0
PST130_07215	PST130_07215	mRNA	0	0	10	0	0	348	0	0	348	0	0	0	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0
PST130_07216	PST130_07216	mRNA	0	0	31	0	0	198	0	0	198	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0
PST130_07217	PST130_07217	mRNA	0	0	103	0	0	267	0	0	302	0	0	35	0	0	2	0	0	32	0	0	0	0	0	0	0	0	0	0	0
PST130_07218	PST130_07218	mRNA	0	0	3028	0	0	1119	0	0	1249	0	0	130	0	0	2	0	0	57	0	0	0	0	0	0	0	0	0	0	0
PST130_07219	PST130_07219	mRNA	0	0	2	0	0	399	0	0	527	0	0	128	0	0	4	0	0	3805	0	0	0	0	0	0	0	0	0	0	0
PST130_07220	PST130_07220	mRNA	0	0	86	0	0	444	0	0	509	0	0	65	0	0	2	0	0	533	0	0	0	0	0	0	0	0	0	0	0
PST130_07221	PST130_07221	mRNA	0	0	3826	3	0	954	0	0	1599	0	0	645	0	0	10	0	0	5000	0	0	1	0	0	0	0	2	0	0	0
PST130_07222	PST130_07222	mRNA	3	0	5000	0	0	3603	0	0	4087	0	0	484	0	0	8	0	0	2038	3	0	0	0	0	0	0	0	0	0	0
PST130_07223	PST130_07223	mRNA	0	0	218	0	0	1818	0	0	2048	0	0	230	0	0	4	3	0	5000	0	0	0	0	0	0	0	0	0	0	3
PST130_07225	PST130_07225	mRNA	0	0	5000	1	0	1161	0	0	1376	0	0	215	0	0	6	0	0	5000	0	0	1	0	0	0	0	0	0	0	0
PST130_07226	PST130_07226	mRNA	0	0	5000	2	0	1098	2	0	1348	0	0	250	0	0	8	0	0	1024	0	0	2	0	0	0	0	0	0	0	0
PST130_07227	PST130_07227	mRNA	1	0	5000	0	0	738	0	0	1084	0	0	346	0	0	8	0	0	5000	1	0	0	0	0	0	0	0	0	0	0
PST130_07228	PST130_07228	mRNA	0	0	11	5	0	714	5	0	714	0	0	0	0	0	0	0	0	114	0	0	1	0	0	0	0	4	0	0	0
PST130_07229	PST130_07229	mRNA	0	0	39	7	0	2466	7	0	3354	0	0	888	0	0	18	0	0	132	0	0	2	0	0	0	0	5	0	0	0
PST130_07230	PST130_07230	mRNA	0	0	22	1	0	2541	1	0	3236	0	0	695	0	0	16	0	0	5000	0	0	1	0	0	0	0	0	0	0	0
PST130_07231	PST130_07231	mRNA	0	0	1059	0	0	1413	0	0	1964	0	0	551	0	0	12	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_07232	PST130_07232	mRNA	0	0	3056	10	0	729	0	0	1467	0	0	738	0	0	10	0	0	120	0	0	4	0	0	0	0	6	0	0	0
PST130_07233	PST130_07233	mRNA	10	0	2180	0	0	429	0	0	628	0	0	199	0	0	4	0	0	1835	10	0	0	0	0	0	0	0	0	0	0
PST130_07234	PST130_07234	mRNA	0	0	99	0	0	408	0	0	489	0	0	81	0	0	2	0	0	45	0	0	0	0	0	0	0	0	0	0	0
PST130_07235	PST130_07235	mRNA	0	0	47	0	0	627	0	0	627	0	0	0	0	0	0	0	0	635	0	0	0	0	0	0	0	0	0	0	0
PST130_07236	PST130_07236	mRNA	0	0	735	1	0	2496	1	0	2908	0	0	412	0	0	10	0	0	1274	0	0	1	0	0	0	0	0	0	0	0
PST130_07237	PST130_07237	mRNA	0	0	4253	4	0	1830	0	0	2264	0	0	434	0	0	8	0	0	1502	0	0	3	0	0	0	0	1	0	0	0
PST130_07238	PST130_07238	mRNA	0	0	819	0	0	1398	0	0	2155	0	0	757	0	0	16	4	0	5000	0	0	0	0	0	0	0	0	0	0	4
PST130_07239	PST130_07239	mRNA	0	0	508	0	0	2445	0	0	2785	0	0	340	0	0	14	0	0	181	0	0	0	0	0	0	0	0	0	0	0
PST130_07240	PST130_07240	mRNA	0	0	474	0	0	564	0	0	564	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	0	0
PST130_07241	PST130_07241	mRNA	0	0	18	0	0	396	0	0	396	0	0	0	0	0	0	0	0	1219	0	0	0	0	0	0	0	0	0	0	0
PST130_07242	PST130_07242	mRNA	0	0	35	0	0	612	0	0	612	0	0	0	0	0	0	0	0	1013	0	0	0	0	0	0	0	0	0	0	0
PST130_07243	PST130_07243	mRNA	0	0	1073	0	0	507	0	0	537	0	0	30	0	0	2	0	0	50	0	0	0	0	0	0	0	0	0	0	0
PST130_07244	PST130_07244	mRNA	0	0	1004	0	0	237	0	0	280	0	0	43	0	0	2	0	0	47	0	0	0	0	0	0	0	0	0	0	0
